Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,TMP
SRR18750574,AMPLICON,501,17136402,PRJNA826738,SAMN27579764,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9284167,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850540,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD66-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD66-2,SRP370205,180
SRR18750575,AMPLICON,501,17919033,PRJNA826738,SAMN27579763,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9739109,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850539,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD65-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD65-2,SRP370205,179
SRR18750576,AMPLICON,501,17857786,PRJNA826738,SAMN27579762,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",9759791,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850538,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD64-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD64-2,SRP370205,178
SRR18750577,AMPLICON,501,17138693,PRJNA826738,SAMN27579761,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9432450,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850537,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD63-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD63-2,SRP370205,177
SRR18750578,AMPLICON,501,17141442,PRJNA826738,SAMN27579760,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9494869,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850536,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD62-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD62-2,SRP370205,176
SRR18750579,AMPLICON,501,17867504,PRJNA826738,SAMN27579759,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9908232,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850535,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD61-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD61-2,SRP370205,175
SRR18750580,AMPLICON,501,17951873,PRJNA826738,SAMN27579758,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9565644,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850534,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD60-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD60-2,SRP370205,174
SRR18750581,AMPLICON,501,18662728,PRJNA826738,SAMN27579757,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9977317,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850533,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD59-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD59-2,SRP370205,173
SRR18750582,AMPLICON,500,18297580,PRJNA826738,SAMN27579756,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10149279,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850532,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD57-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD57-2,SRP370205,172
SRR18750583,AMPLICON,500,19012488,PRJNA826738,SAMN27579755,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10264605,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850531,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD56-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD56-2,SRP370205,171
SRR18750584,AMPLICON,499,15553160,PRJNA826738,SAMN27579602,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8559012,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850530,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD20-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD20-1,SRP370205,18
SRR18750585,AMPLICON,501,16951468,PRJNA826738,SAMN27579754,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9254512,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850529,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD55-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD55-2,SRP370205,170
SRR18750586,AMPLICON,501,17153917,PRJNA826738,SAMN27579753,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9188203,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850528,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD54-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD54-2,SRP370205,169
SRR18750587,AMPLICON,501,17782313,PRJNA826738,SAMN27579752,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9552730,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850491,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD53-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD53-2,SRP370205,168
SRR18750588,AMPLICON,500,17685013,PRJNA826738,SAMN27579636,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9924126,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850526,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD55-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD55-1,SRP370205,52
SRR18750589,AMPLICON,500,16621507,PRJNA826738,SAMN27579635,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9466925,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850525,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD54-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD54-1,SRP370205,51
SRR18750590,AMPLICON,499,17365628,PRJNA826738,SAMN27579590,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9440536,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850524,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD7-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD7-1,SRP370205,6
SRR18750591,AMPLICON,500,17632317,PRJNA826738,SAMN27579634,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9882347,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850523,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD53-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD53-1,SRP370205,50
SRR18750592,AMPLICON,500,18083409,PRJNA826738,SAMN27579633,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9848673,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850522,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD52-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD52-1,SRP370205,49
SRR18750593,AMPLICON,500,18947659,PRJNA826738,SAMN27579632,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10398717,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850521,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD51-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD51-1,SRP370205,48
SRR18750594,AMPLICON,501,18934991,PRJNA826738,SAMN27579631,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10551939,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850520,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD50-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD50-1,SRP370205,47
SRR18750595,AMPLICON,500,18757878,PRJNA826738,SAMN27579630,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10471913,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850519,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD49-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD49-1,SRP370205,46
SRR18750596,AMPLICON,500,15110756,PRJNA826738,SAMN27579629,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8319620,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850518,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD48-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD48-1,SRP370205,45
SRR18750597,AMPLICON,500,17066296,PRJNA826738,SAMN27579628,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9703589,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850517,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD47-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD47-1,SRP370205,44
SRR18750598,AMPLICON,501,17472094,PRJNA826738,SAMN27579627,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9484844,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850516,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD46-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD46-1,SRP370205,43
SRR18750599,AMPLICON,500,17874389,PRJNA826738,SAMN27579626,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9957142,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850515,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD45-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD45-1,SRP370205,42
SRR18750600,AMPLICON,500,17925863,PRJNA826738,SAMN27579625,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9817232,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850514,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD44-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD44-1,SRP370205,41
SRR18750601,AMPLICON,500,16912663,PRJNA826738,SAMN27579589,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9487897,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850513,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD6-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD6-1,SRP370205,5
SRR18750602,AMPLICON,500,18725189,PRJNA826738,SAMN27579624,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10366762,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850512,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD43-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD43-1,SRP370205,40
SRR18750603,AMPLICON,500,19198407,PRJNA826738,SAMN27579623,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10630109,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850511,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD42-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD42-1,SRP370205,39
SRR18750604,AMPLICON,500,16523821,PRJNA826738,SAMN27579622,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9127826,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850510,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD41-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD41-1,SRP370205,38
SRR18750605,AMPLICON,500,17877432,PRJNA826738,SAMN27579621,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9966946,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850509,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD40-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD40-1,SRP370205,37
SRR18750606,AMPLICON,500,16884045,PRJNA826738,SAMN27579620,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9417068,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850508,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD39-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD39-1,SRP370205,36
SRR18750607,AMPLICON,500,17485141,PRJNA826738,SAMN27579619,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9676489,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850507,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD38-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD38-1,SRP370205,35
SRR18750608,AMPLICON,500,18387142,PRJNA826738,SAMN27579618,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10317749,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850506,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD37-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD37-1,SRP370205,34
SRR18750609,AMPLICON,500,17426320,PRJNA826738,SAMN27579617,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9593204,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850505,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD36-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD36-1,SRP370205,33
SRR18750610,AMPLICON,500,19104825,PRJNA826738,SAMN27579616,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10307154,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850504,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD35-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD35-1,SRP370205,32
SRR18750611,AMPLICON,500,18438941,PRJNA826738,SAMN27579615,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10121872,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850503,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD34-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD34-1,SRP370205,31
SRR18750612,AMPLICON,499,17277443,PRJNA826738,SAMN27579588,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9212787,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850502,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD5-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD5-1,SRP370205,4
SRR18750613,AMPLICON,500,17288878,PRJNA826738,SAMN27579614,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9552527,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850501,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD33-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD33-1,SRP370205,30
SRR18750614,AMPLICON,500,17388894,PRJNA826738,SAMN27579613,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9636720,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850500,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD32-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD32-1,SRP370205,29
SRR18750615,AMPLICON,500,18068145,PRJNA826738,SAMN27579612,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9932377,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850499,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD31-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD31-1,SRP370205,28
SRR18750616,AMPLICON,500,17704135,PRJNA826738,SAMN27579611,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9467834,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850498,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD30-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD30-1,SRP370205,27
SRR18750617,AMPLICON,500,18784524,PRJNA826738,SAMN27579610,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10076771,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850497,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD28-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD28-1,SRP370205,26
SRR18750618,AMPLICON,500,17336377,PRJNA826738,SAMN27579609,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9431276,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850496,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD27-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD27-1,SRP370205,25
SRR18750619,AMPLICON,500,16342302,PRJNA826738,SAMN27579820,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9134121,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850495,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD133-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD133-2,SRP370205,236
SRR18750620,AMPLICON,500,16625652,PRJNA826738,SAMN27579819,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9291356,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850494,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD129-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD129-2,SRP370205,235
